ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Enrollment_Year,Enrollment_Month,Age,Customer_Age,Customer_Tenure,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Campaign_Acceptance,Avg_Spending_Per_Purchase,Digital_Engagement,Deal_Dependency,Preferred_Shopping_Channel,Product_Preference,Customer_Activity_Level
1777,1980,Undergraduate,Married,25965.0,0,0,2012-09-07,29,2.0,2.0,11.0,41.0,7.0,11.0,1,2,0,3,8,0,0,0,0,0,0,3,11,0,2012,9,44,34,661,0,2,74.0,6,0,12.333333333333334,10,0.16666666666666666,Store,Fish,Low
8162,1956,Master,Married,14661.0,0,0,2013-01-01,88,4.0,1.0,11.0,6.0,2.0,2.0,1,1,0,3,6,0,0,0,0,0,0,3,11,0,2013,1,68,58,545,0,2,26.0,5,0,5.2,7,0.2,Store,Meat,Low
10826,1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6.0,1.0,7.0,23.0,4.0,19.0,1,1,1,2,8,0,0,0,0,0,0,3,11,0,2012,12,65,55,549,0,2,60.0,5,0,12.0,9,0.2,Store,Fish,Low
8754,1974,Phd,Married,45068.0,0,1,2013-05-16,25,14.0,0.0,3.0,0.0,0.0,3.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2013,5,50,40,410,1,3,20.0,4,0,5.0,8,0.25,Store,Wines,Low
1987,1987,Undergraduate,Single,21063.0,1,0,2013-09-25,34,1.0,10.0,11.0,19.0,3.0,15.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2013,9,37,27,278,1,2,59.0,7,0,8.428571428571429,8,0.2857142857142857,Store,Fish,Low
11007,1968,Phd,Married,29187.0,1,0,2013-05-09,43,26.0,0.0,6.0,0.0,0.0,2.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2013,5,56,46,417,1,3,34.0,5,0,6.8,9,0.2,Store,Wines,Low
7426,1971,2N Cycle,Married,54690.0,1,1,2013-11-07,76,111.0,16.0,37.0,7.0,9.0,18.0,3,3,1,5,3,0,0,0,0,0,0,3,11,0,2013,11,53,43,235,2,4,198.0,12,0,16.5,6,0.25,Store,Wines,Medium
9153,1964,Phd,Married,59304.0,0,1,2013-07-29,81,418.0,61.0,428.0,80.0,51.0,10.0,3,7,8,10,5,0,0,0,0,0,0,3,11,0,2013,7,60,50,336,1,3,1048.0,28,0,37.42857142857143,12,0.10714285714285714,Store,Meat,High
10379,1962,Master,Single,59247.0,0,2,2013-11-08,87,327.0,9.0,122.0,19.0,14.0,83.0,5,5,2,9,6,0,0,0,0,0,0,3,11,0,2013,11,62,52,234,2,3,574.0,21,0,27.333333333333332,11,0.23809523809523808,Store,Wines,High
9204,1970,Graduation,Widow,66731.0,0,1,2012-09-12,33,371.0,81.0,194.0,58.0,81.0,126.5,4,4,3,6,3,0,0,0,0,0,0,3,11,0,2012,9,54,44,656,1,2,911.5,17,0,53.61764705882353,7,0.23529411764705882,Store,Wines,Medium
3197,1980,Graduation,Married,77353.0,0,1,2013-12-16,38,275.0,59.0,107.0,69.0,81.0,59.0,2,6,4,8,4,0,0,0,0,0,0,3,11,0,2013,12,44,34,196,1,3,650.0,20,0,32.5,10,0.1,Store,Wines,High
2920,1975,Phd,Single,52614.0,0,1,2012-12-01,63,789.0,0.0,142.0,12.0,9.0,38.0,2,2,4,8,8,0,0,0,0,0,0,3,11,0,2012,12,49,39,576,1,2,990.0,16,0,61.875,10,0.125,Store,Wines,Medium
6961,1974,Graduation,Married,26751.0,2,0,2014-05-22,26,1.0,1.0,5.0,0.0,3.0,1.0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2014,5,50,40,39,2,4,11.0,4,0,2.75,9,0.25,Store,Meat,Low
4673,1963,Phd,Married,81300.0,0,1,2012-10-30,17,1004.0,12.0,145.0,32.0,12.0,36.0,3,10,3,5,5,0,0,0,1,0,0,3,11,1,2012,10,61,51,608,1,3,1241.0,21,2,59.095238095238095,15,0.14285714285714285,Web,Wines,High
9937,1979,Graduation,Single,70337.0,0,0,2014-01-02,75,187.0,81.0,149.0,25.0,43.0,91.0,1,2,2,12,1,0,0,0,0,0,0,3,11,0,2014,1,45,35,179,0,1,576.0,17,0,33.88235294117647,3,0.058823529411764705,Store,Wines,Medium
8779,1985,2N Cycle,Married,36145.0,1,0,2013-06-16,13,56.0,4.0,76.0,17.0,1.0,18.0,4,4,1,3,9,1,0,0,0,0,0,3,11,1,2013,6,39,29,379,1,3,172.0,12,2,14.333333333333334,13,0.3333333333333333,Web,Meat,Medium
9596,1980,Phd,Single,65295.0,0,0,2013-12-23,19,365.0,32.0,117.0,34.0,81.0,6.0,1,3,3,13,2,0,0,0,0,0,0,3,11,0,2013,12,44,34,189,0,1,635.0,20,0,31.75,5,0.05,Store,Wines,High
2891,1963,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595.0,23.0,123.0,10.0,23.0,126.5,2,8,9,4,6,0,0,0,0,0,0,3,11,0,2013,10,61,51,255,1,2,900.5,23,0,39.15217391304348,14,0.08695652173913043,Catalog,Wines,High
4910,1967,Graduation,Divorced,68743.0,0,0,2012-08-30,81,1132.0,81.0,384.0,120.5,81.0,115.0,1,11,5,13,7,0,0,0,0,0,0,3,11,0,2012,8,57,47,669,0,1,1913.5,30,0,63.78333333333333,18,0.03333333333333333,Store,Wines,High
75,1982,2N Cycle,Married,41039.0,0,0,2013-07-25,32,34.0,11.0,137.0,120.5,61.0,45.0,1,8,1,5,8,0,0,0,0,0,0,3,11,0,2013,7,42,32,340,0,2,408.5,15,0,27.233333333333334,16,0.06666666666666667,Web,Meat,Medium
10120,1955,Graduation,Married,38946.0,0,1,2013-10-24,84,116.0,6.0,82.0,6.0,6.0,41.0,2,3,1,6,5,0,0,0,0,0,0,3,11,0,2013,10,69,59,249,1,3,257.0,12,0,21.416666666666668,8,0.16666666666666666,Store,Wines,Medium
6327,1967,Graduation,Married,65777.0,0,0,2013-12-19,87,565.0,32.0,435.0,28.0,32.0,54.0,1,2,8,6,1,0,0,0,0,0,0,3,11,0,2013,12,57,47,193,0,2,1146.0,17,0,67.41176470588235,3,0.058823529411764705,Catalog,Wines,Medium
10142,1976,Phd,Divorced,66476.0,0,1,2013-03-07,99,372.0,18.0,126.0,47.0,48.0,78.0,2,5,2,11,4,0,0,0,0,0,0,3,11,0,2013,3,48,38,480,1,2,689.0,20,0,34.45,9,0.1,Store,Wines,High
9826,1972,Phd,Single,86857.0,0,0,2012-09-12,96,899.0,81.0,556.0,120.5,81.0,40.0,1,5,6,10,2,0,0,0,0,0,0,3,11,1,2012,9,52,42,656,0,1,1777.5,22,1,80.79545454545455,7,0.045454545454545456,Store,Wines,High
1501,1982,Phd,Married,117418.0,0,0,2012-08-04,21,55.0,16.0,556.0,17.0,3.0,4.0,15,0,28,1,0,0,0,0,0,0,0,3,11,0,2012,8,42,32,695,0,2,651.0,44,0,14.795454545454545,0,0.3409090909090909,Catalog,Meat,High
10767,1989,Phd,Married,77845.0,0,0,2014-05-16,40,760.0,40.0,480.0,0.0,40.0,26.0,1,3,5,12,1,0,0,1,1,0,0,3,11,0,2014,5,35,25,45,0,2,1346.0,21,2,64.0952380952381,4,0.047619047619047616,Store,Wines,High
7279,1969,Phd,Married,69476.0,0,0,2013-09-30,3,260.0,81.0,556.0,63.0,9.0,67.0,1,4,6,4,2,0,0,0,0,0,0,3,11,0,2013,9,55,45,273,0,2,1036.0,15,0,69.06666666666666,6,0.06666666666666667,Catalog,Meat,Medium
7230,1960,Phd,Divorced,50611.0,0,1,2012-10-04,98,459.0,0.0,24.0,6.0,0.0,4.0,6,4,5,7,6,0,1,0,0,0,0,3,11,1,2012,10,64,54,634,1,2,493.0,22,2,22.40909090909091,10,0.2727272727272727,Store,Wines,High
143,1970,Graduation,Single,61209.0,0,0,2013-08-25,73,466.0,0.0,224.0,119.0,49.0,99.0,1,5,3,4,2,0,0,0,0,0,0,3,11,0,2013,8,54,44,309,0,1,957.0,13,0,73.61538461538461,7,0.07692307692307693,Web,Wines,Medium
450,1958,Master,Married,42315.0,0,1,2013-07-12,90,67.0,15.0,80.0,17.0,11.0,80.0,3,1,4,4,3,0,0,0,0,0,0,3,11,0,2013,7,66,56,353,1,3,270.0,12,0,22.5,4,0.25,Catalog,Meat,Medium
9316,1952,Undergraduate,Married,13084.0,0,0,2013-11-02,29,2.0,0.0,7.0,3.0,7.0,10.0,1,1,0,3,6,0,0,0,0,0,0,3,11,0,2013,11,72,62,240,0,2,29.0,5,0,5.8,7,0.2,Store,Gold,Low
6379,1949,Master,Widow,47570.0,1,1,2013-05-29,3,67.0,1.0,20.0,0.0,2.0,31.0,3,2,2,2,7,0,0,0,0,0,0,3,11,1,2013,5,75,65,397,2,3,121.0,9,1,13.444444444444445,9,0.3333333333333333,Web,Wines,Low
9239,1961,Master,Married,61923.0,0,2,2013-07-26,94,92.0,4.0,18.0,3.0,3.0,6.0,1,2,1,4,3,0,0,0,0,0,0,3,11,0,2013,7,63,53,339,2,4,126.0,8,0,15.75,5,0.125,Store,Wines,Low
8315,1995,Graduation,Single,34824.0,0,0,2014-03-26,65,4.0,2.0,11.0,2.0,0.0,4.0,1,1,0,2,6,0,0,0,0,0,0,3,11,0,2014,3,29,19,96,0,1,23.0,4,0,5.75,7,0.25,Store,Meat,Low
2868,1949,Phd,Single,26518.0,1,1,2013-04-08,33,20.0,1.0,28.0,3.0,3.0,2.0,3,2,0,3,8,0,0,0,0,0,0,3,11,1,2013,4,75,65,448,2,3,57.0,8,1,7.125,10,0.375,Store,Meat,Low
10888,1961,Graduation,Single,45938.0,0,0,2013-11-03,46,273.0,11.0,178.0,62.0,81.0,29.0,2,8,4,6,6,0,0,0,0,0,0,3,11,0,2013,11,63,53,239,0,1,634.0,20,0,31.7,14,0.1,Web,Wines,High
1277,1960,Graduation,Married,78468.0,0,0,2014-04-09,29,434.0,22.0,388.0,104.0,22.0,34.0,1,10,7,10,4,0,0,0,1,0,0,3,11,0,2014,4,64,54,82,0,2,1004.0,28,1,35.857142857142854,14,0.03571428571428571,Web,Wines,High
9977,1973,Graduation,Divorced,78901.0,0,1,2013-09-17,99,321.0,11.0,309.0,33.0,26.0,34.0,3,9,3,5,4,0,0,0,0,0,0,3,11,0,2013,9,51,41,286,1,2,734.0,20,0,36.7,13,0.15,Web,Wines,High
10196,1978,Graduation,Married,71427.0,2,0,2014-03-12,26,212.0,81.0,177.0,15.0,64.0,23.0,2,8,2,8,4,0,0,0,0,0,0,3,11,0,2014,3,46,36,110,2,4,572.0,20,0,28.6,12,0.1,Web,Wines,High
6384,1978,Graduation,Divorced,71022.0,0,1,2014-02-11,30,909.0,12.0,278.0,0.0,12.0,126.5,3,5,2,11,8,1,0,0,0,0,0,3,11,0,2014,2,46,36,139,1,2,1337.5,21,1,63.69047619047619,13,0.14285714285714285,Store,Wines,High
8029,1988,Master,Single,90247.0,0,0,2014-04-29,27,1184.0,32.0,352.0,21.0,16.0,16.0,1,3,4,7,1,0,1,1,1,0,0,3,11,1,2014,4,36,26,62,0,1,1621.0,15,4,108.06666666666666,4,0.06666666666666667,Store,Wines,Medium
968,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112.0,19.0,21.0,16.0,14.0,5.0,3,4,1,4,7,0,0,0,0,0,0,3,11,0,2013,12,56,46,186,1,2,187.0,12,0,15.583333333333334,11,0.25,Web,Wines,Medium
6988,1986,Graduation,Married,71952.0,1,0,2013-01-10,93,656.0,80.0,455.0,52.0,81.0,93.0,2,8,4,8,4,1,0,1,0,0,0,3,11,0,2013,1,38,28,536,1,3,1417.0,22,2,64.4090909090909,12,0.09090909090909091,Web,Wines,High
4472,1970,Phd,Divorced,35682.0,1,0,2014-06-27,34,23.0,0.0,8.0,6.0,2.0,18.0,1,1,1,3,2,0,0,0,0,0,0,3,11,0,2014,6,54,44,3,1,2,57.0,6,0,9.5,3,0.16666666666666666,Store,Wines,Low
6991,1951,Graduation,Divorced,43185.0,0,1,2013-04-10,88,537.0,6.0,42.0,16.0,6.0,30.0,2,9,3,6,8,0,0,0,0,0,0,3,11,0,2013,4,73,63,446,1,2,637.0,20,0,31.85,17,0.1,Web,Wines,High
3336,1948,Phd,Married,66375.0,0,1,2013-11-21,96,712.0,0.0,45.0,0.0,0.0,126.5,3,2,4,5,7,1,0,0,0,0,0,3,11,0,2013,11,76,66,221,1,3,883.5,14,1,63.107142857142854,9,0.21428571428571427,Store,Wines,Medium
4301,1971,Master,Married,35178.0,1,0,2013-01-10,10,23.0,1.0,13.0,2.0,2.0,18.0,1,1,1,2,7,1,0,0,0,0,0,3,11,1,2013,1,53,43,536,1,3,59.0,5,2,11.8,8,0.2,Store,Wines,Low
1940,1986,Graduation,Married,25252.0,1,0,2013-07-12,26,1.0,3.0,4.0,2.0,2.0,6.0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2013,7,38,28,353,1,3,18.0,4,0,4.5,9,0.25,Store,Gold,Low
1272,1965,Master,Single,55250.0,0,1,2012-10-21,49,664.0,58.0,83.0,32.0,0.0,66.0,4,7,5,10,5,0,0,0,0,0,0,3,11,0,2012,10,59,49,617,1,2,903.0,26,0,34.73076923076923,12,0.15384615384615385,Store,Wines,High
1388,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6.0,10.0,21.0,19.0,14.0,42.0,2,2,1,3,6,0,0,0,0,0,0,3,11,0,2013,2,49,39,495,1,2,112.0,8,0,14.0,8,0.25,Store,Gold,Low
1044,1953,Graduation,Married,58398.0,0,0,2013-05-14,44,299.0,5.0,201.0,21.0,21.0,49.0,3,5,4,8,4,0,0,0,0,0,0,3,11,0,2013,5,71,61,412,0,2,596.0,20,0,29.8,9,0.15,Store,Wines,High
6969,1982,Graduation,Married,50272.0,1,0,2013-08-07,75,99.0,13.0,66.0,43.0,8.0,4.0,3,4,1,5,7,0,0,0,0,0,0,3,11,0,2013,8,42,32,327,1,3,233.0,13,0,17.923076923076923,11,0.23076923076923078,Store,Wines,Medium
10479,1975,Phd,Married,76618.0,0,0,2012-12-07,64,749.0,40.0,294.0,120.5,81.0,126.5,1,3,2,5,1,0,0,0,0,0,0,3,11,0,2012,12,49,39,570,0,2,1411.0,11,0,128.27272727272728,4,0.09090909090909091,Store,Wines,Medium
3619,1960,2N Cycle,Divorced,87305.0,0,0,2012-09-23,19,345.0,25.0,501.0,63.0,81.0,80.0,1,5,3,8,2,0,0,1,0,0,0,3,11,1,2012,9,64,54,645,0,1,1095.0,17,2,64.41176470588235,7,0.058823529411764705,Store,Meat,Medium
1715,1978,Graduation,Married,25851.0,1,0,2013-02-11,45,9.0,4.0,18.0,7.0,5.0,5.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2013,2,46,36,504,1,3,48.0,7,0,6.857142857142857,9,0.2857142857142857,Store,Meat,Low
10159,1970,Graduation,Divorced,58710.0,0,1,2013-03-31,77,440.0,81.0,368.0,0.0,81.0,126.5,6,11,5,9,6,0,0,0,0,0,0,3,11,0,2013,3,54,44,456,1,2,1096.5,31,0,35.37096774193548,17,0.1935483870967742,Web,Wines,High
1463,1958,Graduation,Single,45160.0,1,1,2014-03-29,9,8.0,2.0,5.0,3.0,0.0,3.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2014,3,66,56,93,2,3,21.0,4,0,5.25,8,0.25,Store,Wines,Low
5114,1965,Master,Married,74806.0,0,1,2012-12-19,1,670.0,9.0,249.0,0.0,28.0,9.0,2,5,4,5,4,0,0,0,0,0,0,3,11,0,2012,12,59,49,558,1,3,965.0,16,0,60.3125,9,0.125,Web,Wines,Medium
4990,1954,Graduation,Married,59111.0,0,0,2013-05-02,90,524.0,0.0,134.0,28.0,28.0,126.5,1,11,1,8,7,0,0,0,0,0,0,3,11,0,2013,5,70,60,424,0,2,840.5,21,0,40.023809523809526,18,0.047619047619047616,Web,Wines,High
4329,1984,Phd,Married,18988.0,1,0,2014-05-23,43,6.0,0.0,6.0,2.0,1.0,1.0,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2014,5,40,30,38,1,3,16.0,6,0,2.6666666666666665,8,0.3333333333333333,Store,Wines,Low
10936,1965,Graduation,Married,72190.0,0,0,2013-02-13,79,597.0,81.0,556.0,120.5,81.0,126.5,1,5,6,4,3,0,0,0,0,0,0,3,11,0,2013,2,59,49,502,0,2,1562.0,16,0,97.625,8,0.0625,Catalog,Wines,Medium
4692,1976,Graduation,Married,7500.0,1,0,2012-08-01,19,7.0,0.0,12.0,13.0,7.0,32.0,5,4,1,2,9,1,0,0,0,0,0,3,11,1,2012,8,48,38,698,1,3,71.0,12,2,5.916666666666667,13,0.4166666666666667,Web,Gold,Medium
7212,1966,Graduation,Married,44794.0,0,1,2014-06-08,99,54.0,0.0,7.0,0.0,0.0,4.0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,2014,6,58,48,22,1,3,65.0,6,0,10.833333333333334,8,0.16666666666666666,Store,Wines,Low
6086,1955,Graduation,Married,80395.0,0,0,2013-11-23,62,445.0,25.0,556.0,80.0,76.0,48.0,1,6,5,12,2,0,0,0,1,0,0,3,11,0,2013,11,69,59,219,0,2,1230.0,24,1,51.25,8,0.041666666666666664,Store,Meat,High
437,1976,Master,Divorced,75012.0,0,0,2014-01-25,41,294.0,81.0,218.0,120.5,58.0,126.5,1,3,8,11,1,0,0,0,0,0,0,3,11,0,2014,1,48,38,156,0,1,898.0,23,0,39.04347826086956,4,0.043478260869565216,Store,Wines,High
11171,1965,Master,Married,56962.0,2,1,2013-10-11,60,292.0,3.0,77.0,10.0,3.0,26.0,7,6,3,5,7,0,0,0,0,0,0,3,11,0,2013,10,59,49,262,3,5,411.0,21,0,19.571428571428573,13,0.3333333333333333,Web,Wines,High
11101,1991,Graduation,Married,89891.0,0,0,2013-04-15,17,412.0,22.0,132.0,59.0,28.0,126.5,1,11,6,8,4,0,0,1,0,0,0,3,11,0,2013,4,33,23,441,0,2,779.5,26,1,29.98076923076923,15,0.038461538461538464,Web,Wines,High
5329,1949,Phd,Divorced,35946.0,1,1,2013-09-27,24,8.0,0.0,3.0,0.0,0.0,0.0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,2013,9,75,65,276,2,3,11.0,4,0,2.75,5,0.25,Store,Wines,Low
610,1953,Phd,Married,53593.0,1,1,2012-08-07,60,349.0,4.0,78.0,6.0,0.0,43.0,8,7,2,6,8,0,0,0,0,0,0,3,11,0,2012,8,71,61,692,2,4,480.0,23,0,20.869565217391305,15,0.34782608695652173,Web,Wines,High
9384,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328.0,9.0,124.0,12.0,24.0,109.0,7,4,2,10,3,0,0,0,0,0,0,3,11,0,2013,6,46,36,383,2,4,606.0,23,0,26.347826086956523,7,0.30434782608695654,Store,Wines,High
5956,1948,Phd,Divorced,45072.0,1,2,2013-10-16,74,144.0,2.0,99.0,7.0,2.0,30.0,5,6,1,4,8,0,0,0,0,0,0,3,11,0,2013,10,76,66,257,3,4,284.0,16,0,17.75,14,0.3125,Web,Wines,Medium
10430,1973,Graduation,Divorced,89694.0,1,1,2013-10-09,22,1126.0,28.0,211.0,37.0,28.0,42.0,3,4,3,4,5,0,1,1,1,0,0,3,11,0,2013,10,51,41,264,2,3,1472.0,14,3,105.14285714285714,9,0.21428571428571427,Web,Wines,Medium
7875,1949,Graduation,Married,72025.0,0,0,2014-04-29,46,967.0,0.0,556.0,43.0,50.0,0.0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,2014,4,75,65,62,0,2,1616.0,26,4,62.15384615384615,6,0.038461538461538464,Store,Wines,High
7072,1973,Graduation,Married,67432.0,0,1,2013-03-29,69,432.0,79.0,341.0,120.5,81.0,126.5,2,8,5,4,4,0,0,0,0,0,0,3,11,0,2013,3,51,41,458,1,3,1180.0,19,0,62.10526315789474,12,0.10526315789473684,Web,Wines,Medium
6255,1952,Master,Married,70545.0,0,1,2014-06-03,29,138.0,39.0,63.0,55.0,18.0,21.0,1,4,1,7,2,0,0,0,0,0,0,3,11,0,2014,6,72,62,27,1,3,334.0,13,0,25.692307692307693,6,0.07692307692307693,Store,Wines,Medium
6516,1989,Undergraduate,Married,17487.0,1,0,2013-03-18,37,0.0,0.0,1.0,7.0,4.0,6.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2013,3,35,25,469,1,3,18.0,4,0,4.5,8,0.25,Store,Fish,Low
5564,1969,Graduation,Married,62882.0,0,1,2012-08-09,26,509.0,81.0,497.0,78.0,24.0,97.0,2,7,5,6,4,0,0,0,0,0,0,3,11,0,2012,8,55,45,690,1,3,1286.0,20,0,64.3,11,0.1,Web,Wines,High
5682,1953,Phd,Single,64108.0,0,1,2013-03-23,8,948.0,10.0,86.0,13.0,21.0,21.0,4,6,9,11,5,0,0,0,0,0,0,3,11,0,2013,3,71,61,464,1,2,1099.0,30,0,36.63333333333333,11,0.13333333333333333,Store,Wines,High
7458,1956,Master,Married,34941.0,1,1,2013-03-06,26,39.0,2.0,25.0,4.0,3.0,24.0,2,3,0,3,8,0,0,0,0,0,0,3,11,0,2013,3,68,58,481,2,4,97.0,8,0,12.125,11,0.25,Web,Wines,Low
5237,1950,Phd,Single,48767.0,1,2,2014-01-01,79,28.0,1.0,21.0,3.0,0.0,10.0,3,2,1,3,5,0,0,0,0,0,0,3,11,0,2014,1,74,64,180,3,4,63.0,9,0,7.0,7,0.3333333333333333,Store,Wines,Low
7761,1978,2N Cycle,Married,38702.0,1,0,2013-08-01,71,13.0,11.0,24.0,13.0,8.0,40.0,2,3,0,4,6,0,0,0,0,0,0,3,11,0,2013,8,46,36,333,1,3,109.0,9,0,12.11111111111111,9,0.2222222222222222,Store,Gold,Low
5278,1964,Graduation,Married,82224.0,0,0,2014-01-25,83,307.0,26.0,360.0,120.5,31.0,40.0,1,6,9,5,3,0,0,0,1,0,0,3,11,0,2014,1,60,50,156,0,2,884.5,21,1,42.11904761904762,9,0.047619047619047616,Catalog,Meat,High
3560,1952,Graduation,Married,83844.0,0,0,2013-05-12,57,901.0,31.0,345.0,75.0,31.0,126.5,1,4,4,11,1,0,0,1,0,0,0,3,11,0,2013,5,72,62,414,0,2,1509.5,20,1,75.475,5,0.05,Store,Wines,High
7235,1975,2N Cycle,Married,17003.0,1,0,2013-12-09,37,2.0,5.0,12.0,4.0,8.0,7.0,3,2,0,4,5,0,0,0,0,0,0,3,11,0,2013,12,49,39,203,1,3,38.0,9,0,4.222222222222222,7,0.3333333333333333,Store,Meat,Low
10548,1995,Graduation,Single,71163.0,0,0,2014-03-09,30,283.0,17.0,372.0,120.5,81.0,44.0,1,3,8,12,1,0,0,0,0,0,0,3,11,0,2014,3,29,19,113,0,1,917.5,24,0,38.229166666666664,4,0.041666666666666664,Store,Meat,High
2281,1970,Graduation,Single,33697.0,1,0,2013-09-15,34,4.0,3.0,7.0,0.0,3.0,11.0,1,1,0,2,7,1,0,0,0,0,0,3,11,0,2013,9,54,44,288,1,2,28.0,4,1,7.0,8,0.25,Store,Gold,Low
4073,1954,2N Cycle,Married,63564.0,0,0,2014-01-29,0,769.0,80.0,252.0,15.0,34.0,65.0,1,10,10,7,6,1,0,0,0,0,0,3,11,1,2014,1,70,60,152,0,2,1215.0,28,2,43.392857142857146,16,0.03571428571428571,Web,Wines,High
6974,1972,Phd,Married,83443.0,0,0,2013-12-31,89,518.0,42.0,556.0,55.0,56.0,84.0,1,6,10,5,2,0,0,0,0,0,0,3,11,0,2013,12,52,42,181,0,2,1311.0,22,0,59.59090909090909,8,0.045454545454545456,Catalog,Meat,High
7938,1958,Phd,Married,51518.0,0,1,2013-10-03,92,350.0,8.0,66.0,17.0,4.0,4.0,2,3,2,10,3,0,0,0,0,0,0,3,11,0,2013,10,66,56,270,1,3,449.0,17,0,26.41176470588235,6,0.11764705882352941,Store,Wines,Medium
7094,1975,Graduation,Widow,58330.0,0,1,2013-12-25,87,445.0,53.0,213.0,104.0,81.0,126.5,1,6,4,13,4,0,0,0,0,0,0,3,11,0,2013,12,49,39,187,1,2,1022.5,24,0,42.604166666666664,10,0.041666666666666664,Store,Wines,High
3667,1969,Graduation,Married,80952.0,0,0,2013-02-28,20,778.0,81.0,556.0,41.0,27.0,44.0,1,8,5,11,8,0,1,1,1,0,0,3,11,1,2013,2,55,45,487,0,2,1527.0,25,4,61.08,16,0.04,Store,Wines,High
7723,1979,Graduation,Married,75507.0,0,0,2014-05-02,56,709.0,81.0,374.0,104.0,80.0,80.0,1,8,6,6,3,0,0,0,0,0,0,3,11,0,2014,5,45,35,59,0,2,1428.0,21,0,68.0,11,0.047619047619047616,Web,Wines,High
3870,1978,2N Cycle,Married,63855.0,0,0,2013-02-09,28,359.0,35.0,314.0,93.0,81.0,89.0,1,7,3,13,4,0,0,0,0,0,0,3,11,0,2013,2,46,36,506,0,2,971.0,24,0,40.458333333333336,11,0.041666666666666664,Store,Wines,High
4012,1972,Phd,Married,62220.0,0,1,2012-08-11,55,799.0,12.0,375.0,16.0,12.0,12.0,5,7,6,5,6,0,0,0,0,0,0,3,11,1,2012,8,52,42,688,1,3,1226.0,23,1,53.30434782608695,13,0.21739130434782608,Web,Wines,High
5909,1964,Graduation,Married,58512.0,0,1,2013-09-19,25,895.0,10.0,101.0,13.0,0.0,126.5,5,3,4,8,8,0,0,0,0,0,0,3,11,0,2013,9,60,50,284,1,3,1145.5,20,0,57.275,11,0.25,Store,Wines,High
10470,1979,Master,Married,40662.0,1,0,2013-03-15,0,40.0,2.0,23.0,0.0,4.0,23.0,2,2,1,3,4,0,0,0,0,0,0,3,11,0,2013,3,45,35,472,1,3,92.0,8,0,11.5,6,0.25,Store,Wines,Low
6488,1959,Phd,Married,38829.0,0,1,2014-04-06,86,76.0,0.0,7.0,0.0,0.0,16.0,1,3,2,2,5,0,0,0,0,0,0,3,11,0,2014,4,65,55,85,1,3,99.0,8,0,12.375,8,0.125,Web,Wines,Low
10270,1981,2N Cycle,Married,35523.0,1,0,2013-10-03,8,11.0,5.0,22.0,12.0,5.0,11.0,2,3,0,3,7,0,0,0,0,0,0,3,11,0,2013,10,43,33,270,1,3,66.0,8,0,8.25,10,0.25,Web,Meat,Low
6887,1967,Graduation,Single,79146.0,1,1,2014-04-24,33,245.0,16.0,223.0,21.0,43.0,16.0,2,8,1,8,6,0,0,0,0,0,0,3,11,0,2014,4,57,47,67,2,3,564.0,19,0,29.68421052631579,14,0.10526315789473684,Web,Wines,Medium
6406,1988,Master,Married,78285.0,0,0,2013-10-28,13,647.0,81.0,391.0,120.5,67.0,40.0,1,6,4,10,3,0,0,0,0,0,0,3,11,0,2013,10,36,26,245,0,2,1346.5,21,0,64.11904761904762,9,0.047619047619047616,Store,Wines,High
7573,1978,Phd,Single,31626.0,1,0,2013-05-10,12,39.0,1.0,9.0,2.0,1.0,34.0,1,2,1,2,7,1,0,0,0,0,0,3,11,1,2013,5,46,36,416,1,2,86.0,6,2,14.333333333333334,9,0.16666666666666666,Web,Wines,Low
4508,1952,Graduation,Single,75127.0,0,0,2014-05-22,92,203.0,35.0,305.0,46.0,17.0,126.5,1,2,11,5,1,0,0,0,0,0,0,3,11,0,2014,5,72,62,39,0,1,732.5,19,0,38.55263157894737,3,0.05263157894736842,Catalog,Meat,Medium
